,,,,,,,,,No Filters Selected,No Filters Selected,No Filters Selected
Distributors,OnOff Premises,Account Names,Address,City,State,Distributor,Item Names,Dist Routes,2 Quarters 4/1/2026 thru 7/20/2026  Case Equivs,2 Quarters 4/1/2026 thru 7/20/2026  Days Since Last Sale,2 Quarters 4/1/2026 thru 7/20/2026  Days Until Fall Off
"Doll Dist - Des Moines, IA",OFF,HY VEE FAST & FRESH #7591,9150 UNIVERSITY AVE,WEST DES MOINES,IA,DOLL2,Easy Eddy 1/12/19.2 oz Can,"GONTERMAN  I 306- Doll Dist - Des Moines, IA",4,32,58
"Doll Dist - Des Moines, IA",OFF,MAVERIK COUNTRY STORE #005015,5969 ASHWORTH RD,WEST DES MOINES,IA,DOLL2,Easy Eddy 4/6/12oz Can,"BALLARD  A 407- Doll Dist - Des Moines, IA",11,19,71
"Doll Dist - Des Moines, IA",OFF,MAVERIK COUNTRY STORE #005015,5969 ASHWORTH RD,WEST DES MOINES,IA,DOLL2,Easy Eddy 2/12/12oz Can,"BALLARD  A 407- Doll Dist - Des Moines, IA",8,12,78
"Doll Dist - Des Moines, IA",OFF,MAVERIK COUNTRY STORE #005015,5969 ASHWORTH RD,WEST DES MOINES,IA,DOLL2,Easy Eddy 1/12/19.2 oz Can,"BALLARD  A 407- Doll Dist - Des Moines, IA",4,33,57
"Doll Dist - Des Moines, IA",OFF,KWIK STAR #1189,1200 GUTHRIE ST,DE SOTO,IA,DOLL2,Easy Eddy 4/6/12oz Can,"KARAS  B 652- Doll Dist - Des Moines, IA",6,15,75
"Doll Dist - Des Moines, IA",OFF,KWIK STAR #1189,1200 GUTHRIE ST,DE SOTO,IA,DOLL2,Easy Eddy 2/12/12oz Can,"KARAS  B 652- Doll Dist - Des Moines, IA",5,15,75
"Doll Dist - Des Moines, IA",OFF,KWIK STAR #1189,1200 GUTHRIE ST,DE SOTO,IA,DOLL2,Citrus Surfer 4/6/12oz Can,"KARAS  B 652- Doll Dist - Des Moines, IA",4,29,61
"Doll Dist - Des Moines, IA",OFF,KWIK STAR #1189,1200 GUTHRIE ST,DE SOTO,IA,DOLL2,Neighborhood Beer 4/6/12oz Can,"KARAS  B 652- Doll Dist - Des Moines, IA",3,15,75
"Doll Dist - Des Moines, IA",OFF,KWIK STAR #1189,1200 GUTHRIE ST,DE SOTO,IA,DOLL2,Easy Eddy 1/12/19.2 oz Can,"KARAS  B 652- Doll Dist - Des Moines, IA",2.4,22,68
"Doll Dist - Des Moines, IA",OFF,KWIK STAR #1189,1200 GUTHRIE ST,DE SOTO,IA,DOLL2,Royal Eddy 1/12/19.2oz Can,"KARAS  B 652- Doll Dist - Des Moines, IA",1.6,43,47
"Doll Dist - Des Moines, IA",OFF,KWIK STAR #1189,1200 GUTHRIE ST,DE SOTO,IA,DOLL2,Royal Eddy 4/6/12oz Can,"KARAS  B 652- Doll Dist - Des Moines, IA",1,64,26
"Doll Dist - Des Moines, IA",OFF,MARKET OF MADRID,301 ANNEX RD,MADRID,IA,DOLL2,Easy Eddy 2/12/12oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",5,20,70
"Doll Dist - Des Moines, IA",OFF,MARKET OF MADRID,301 ANNEX RD,MADRID,IA,DOLL2,Royal Eddy 4/6/12oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",5,20,70
"Doll Dist - Des Moines, IA",OFF,MARKET OF MADRID,301 ANNEX RD,MADRID,IA,DOLL2,Tigerhawk 2/12/12oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",3,13,77
"Doll Dist - Des Moines, IA",OFF,MARKET OF MADRID,301 ANNEX RD,MADRID,IA,DOLL2,Easy Eddy 4/6/12oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",3,34,56
"Doll Dist - Des Moines, IA",OFF,MARKET OF MADRID,301 ANNEX RD,MADRID,IA,DOLL2,Neighborhood Beer 4/6/12oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",2,13,77
"Doll Dist - Des Moines, IA",OFF,MARKET OF MADRID,301 ANNEX RD,MADRID,IA,DOLL2,Citrus Surfer 4/6/12oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",2,27,63
"Doll Dist - Des Moines, IA",OFF,MARKET OF MADRID,301 ANNEX RD,MADRID,IA,DOLL2,Citrus Surfer 2/12/12oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",2,6,84
"Doll Dist - Des Moines, IA",OFF,MARKET OF MADRID,301 ANNEX RD,MADRID,IA,DOLL2,Eddy Variety Pack 2/12/12oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",1,69,21
"Doll Dist - Des Moines, IA",OFF,CASEYS #2905,3612 STANGE RD,AMES,IA,DOLL2,Easy Eddy 4/6/12oz Can,"LANG  D 401- Doll Dist - Des Moines, IA",15,4,86
"Doll Dist - Des Moines, IA",OFF,CASEYS #2905,3612 STANGE RD,AMES,IA,DOLL2,Easy Eddy 1/12/19.2 oz Can,"LANG  D 401- Doll Dist - Des Moines, IA",8,4,86
"Doll Dist - Des Moines, IA",OFF,CASEYS #2802,409 E CENTER ST,CONRAD,IA,DOLL2,Easy Eddy 4/6/12oz Can,"WALKER  C 121- Doll Dist - Des Moines, IA",22,6,84
"Doll Dist - Des Moines, IA",OFF,CASEYS #2802,409 E CENTER ST,CONRAD,IA,DOLL2,Easy Eddy 1/12/19.2 oz Can,"WALKER  C 121- Doll Dist - Des Moines, IA",0.8,104,-14
"Doll Dist - Des Moines, IA",OFF,MC NALLYS FOODS,1026 MAIN ST,GRINNELL,IA,DOLL2,Easy Eddy 4/6/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",6,14,76
"Doll Dist - Des Moines, IA",OFF,MC NALLYS FOODS,1026 MAIN ST,GRINNELL,IA,DOLL2,Royal Eddy 4/6/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",3,55,35
"Doll Dist - Des Moines, IA",OFF,MC NALLYS FOODS,1026 MAIN ST,GRINNELL,IA,DOLL2,Silo Amber 4/6/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",3,42,48
"Doll Dist - Des Moines, IA",OFF,MC NALLYS FOODS,1026 MAIN ST,GRINNELL,IA,DOLL2,Tigerhawk 2/12/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",2,14,76
"Doll Dist - Des Moines, IA",OFF,MC NALLYS FOODS,1026 MAIN ST,GRINNELL,IA,DOLL2,Easy Eddy 2/12/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",2,14,76
"Doll Dist - Des Moines, IA",OFF,MC NALLYS FOODS,1026 MAIN ST,GRINNELL,IA,DOLL2,Neighborhood Beer 4/6/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",1,55,35
"Doll Dist - Des Moines, IA",OFF,MC NALLYS FOODS,1026 MAIN ST,GRINNELL,IA,DOLL2,Citrus Surfer Lime 4/6/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",1,14,76
"Doll Dist - Des Moines, IA",OFF,MC NALLYS FOODS,1026 MAIN ST,GRINNELL,IA,DOLL2,Eddy Variety Pack 2/12/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",1,28,62
"Doll Dist - Des Moines, IA",OFF,MC NALLYS FOODS,1026 MAIN ST,GRINNELL,IA,DOLL2,Rainbow Connection 6/4/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",1,42,48
"Doll Dist - Des Moines, IA",OFF,MC NALLYS FOODS,1026 MAIN ST,GRINNELL,IA,DOLL2,Citrus Surfer 4/6/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",1,28,62
"Doll Dist - Des Moines, IA",OFF,MC NALLYS FOODS,1026 MAIN ST,GRINNELL,IA,DOLL2,Wild Eddy 4/6/12oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",1,63,27
"Doll Dist - Des Moines, IA",OFF,MC NALLYS FOODS,1026 MAIN ST,GRINNELL,IA,DOLL2,Triple Eddy 4/6/8oz Can,"UPAH  T 122- Doll Dist - Des Moines, IA",0.666667,42,48
"Doll Dist - Des Moines, IA",OFF,CASEYS #2654,708 S DIVISION ST,STUART,IA,DOLL2,Tigerhawk 2/12/12oz Can,"BLANK  J 653- Doll Dist - Des Moines, IA",10,34,56
"Doll Dist - Des Moines, IA",OFF,CASEYS #2654,708 S DIVISION ST,STUART,IA,DOLL2,Easy Eddy 4/6/12oz Can,"BLANK  J 653- Doll Dist - Des Moines, IA",3,20,70
"Doll Dist - Des Moines, IA",OFF,CASEYS #2654,708 S DIVISION ST,STUART,IA,DOLL2,Royal Eddy 4/6/12oz Can,"BLANK  J 653- Doll Dist - Des Moines, IA",3,27,63
"Doll Dist - Des Moines, IA",OFF,CASEYS #2654,708 S DIVISION ST,STUART,IA,DOLL2,Neighborhood Beer 4/6/12oz Can,"BLANK  J 653- Doll Dist - Des Moines, IA",2,41,49
"Doll Dist - Des Moines, IA",OFF,CASEYS #2654,708 S DIVISION ST,STUART,IA,DOLL2,Eddy Variety Pack 2/12/12oz Can,"BLANK  J 653- Doll Dist - Des Moines, IA",2,34,56
"Doll Dist - Des Moines, IA",OFF,CASEYS #2654,708 S DIVISION ST,STUART,IA,DOLL2,Eddy Variety Pack 2/12/12oz Can,"BLANK  J 653- Doll Dist - Des Moines, IA",1,104,-14
"Doll Dist - Des Moines, IA",OFF,CASEYS #2654,708 S DIVISION ST,STUART,IA,DOLL2,Easy Eddy 1/12/19.2 oz Can,"BLANK  J 653- Doll Dist - Des Moines, IA",0.8,41,49
"Doll Dist - Des Moines, IA",OFF,CASEYS #2654,708 S DIVISION ST,STUART,IA,DOLL2,Royal Eddy 1/12/19.2oz Can,"BLANK  J 653- Doll Dist - Des Moines, IA",0.8,104,-14
"Doll Dist - Des Moines, IA",OFF,CASEYS #2786,5150 NE 14TH ST,DES MOINES,IA,DOLL2,Tigerhawk 2/12/12oz Can,"CAMPERO  D 405- Doll Dist - Des Moines, IA",10,25,65
"Doll Dist - Des Moines, IA",OFF,CASEYS #2786,5150 NE 14TH ST,DES MOINES,IA,DOLL2,Citrus Surfer 4/6/12oz Can,"CAMPERO  D 405- Doll Dist - Des Moines, IA",3,18,72
"Doll Dist - Des Moines, IA",OFF,CASEYS #2786,5150 NE 14TH ST,DES MOINES,IA,DOLL2,Eddy Variety Pack 2/12/12oz Can,"CAMPERO  D 405- Doll Dist - Des Moines, IA",3,25,65
"Doll Dist - Des Moines, IA",OFF,CASEYS #2786,5150 NE 14TH ST,DES MOINES,IA,DOLL2,Easy Eddy 4/6/12oz Can,"CAMPERO  D 405- Doll Dist - Des Moines, IA",3,11,79
"Doll Dist - Des Moines, IA",OFF,CASEYS #2786,5150 NE 14TH ST,DES MOINES,IA,DOLL2,Neighborhood Beer 4/6/12oz Can,"CAMPERO  D 405- Doll Dist - Des Moines, IA",2,18,72
"Doll Dist - Des Moines, IA",OFF,CASEYS #2786,5150 NE 14TH ST,DES MOINES,IA,DOLL2,Royal Eddy 1/12/19.2oz Can,"CAMPERO  D 405- Doll Dist - Des Moines, IA",1.6,39,51
"Doll Dist - Des Moines, IA",OFF,CASEYS #4026,3401 INGERSOLL AVE,DES MOINES,IA,DOLL2,Easy Eddy 1/12/19.2 oz Can,"SHEETS  S 408- Doll Dist - Des Moines, IA",9.6,15,75
"Doll Dist - Des Moines, IA",OFF,CASEYS #4026,3401 INGERSOLL AVE,DES MOINES,IA,DOLL2,Citrus Surfer 2/12/12oz Can,"SHEETS  S 408- Doll Dist - Des Moines, IA",7,15,75
"Doll Dist - Des Moines, IA",OFF,CASEYS #4026,3401 INGERSOLL AVE,DES MOINES,IA,DOLL2,Neighborhood Beer 4/6/12oz Can,"SHEETS  S 408- Doll Dist - Des Moines, IA",5,15,75
"Doll Dist - Des Moines, IA",OFF,CASEYS #4026,3401 INGERSOLL AVE,DES MOINES,IA,DOLL2,Citrus Surfer 1/12/19.2oz Can,"SHEETS  S 408- Doll Dist - Des Moines, IA",0.8,43,47
"Doll Dist - Des Moines, IA",OFF,CASEYS #3055,504 G AVE,GRUNDY CENTER,IA,DOLL2,Easy Eddy 4/6/12oz Can,"MORTENSON  J 102- Doll Dist - Des Moines, IA",10,5,85
"Doll Dist - Des Moines, IA",OFF,CASEYS #3055,504 G AVE,GRUNDY CENTER,IA,DOLL2,Tigerhawk 2/12/12oz Can,"MORTENSON  J 102- Doll Dist - Des Moines, IA",10,33,57
"Doll Dist - Des Moines, IA",OFF,CASEYS #3055,504 G AVE,GRUNDY CENTER,IA,DOLL2,Royal Eddy 1/12/19.2oz Can,"MORTENSON  J 102- Doll Dist - Des Moines, IA",1.6,54,36
"Doll Dist - Des Moines, IA",OFF,CASEYS #3055,504 G AVE,GRUNDY CENTER,IA,DOLL2,Easy Eddy 1/12/19.2 oz Can,"MORTENSON  J 102- Doll Dist - Des Moines, IA",0.8,47,43
"Doll Dist - Des Moines, IA",OFF,MAVERIK COUNTRY STORE #5266,4960 E BROADWAY AVE,DES MOINES,IA,DOLL2,Easy Eddy 2/12/12oz Can,"BALLARD  A 407- Doll Dist - Des Moines, IA",8,53,37
"Doll Dist - Des Moines, IA",OFF,MAVERIK COUNTRY STORE #5266,4960 E BROADWAY AVE,DES MOINES,IA,DOLL2,Citrus Surfer 4/6/12oz Can,"BALLARD  A 407- Doll Dist - Des Moines, IA",7,4,86
"Doll Dist - Des Moines, IA",OFF,MAVERIK COUNTRY STORE #5266,4960 E BROADWAY AVE,DES MOINES,IA,DOLL2,Easy Eddy 4/6/12oz Can,"BALLARD  A 407- Doll Dist - Des Moines, IA",5,4,86
"Doll Dist - Des Moines, IA",OFF,MAVERIK COUNTRY STORE #5266,4960 E BROADWAY AVE,DES MOINES,IA,DOLL2,Easy Eddy 1/12/19.2 oz Can,"BALLARD  A 407- Doll Dist - Des Moines, IA",2.4,39,51
"Doll Dist - Des Moines, IA",OFF,CASEYS #3977,600 E 14TH ST,DES MOINES,IA,DOLL2,Tigerhawk 2/12/12oz Can,"CAMPERO  D 405- Doll Dist - Des Moines, IA",10,33,57
"Doll Dist - Des Moines, IA",OFF,CASEYS #3977,600 E 14TH ST,DES MOINES,IA,DOLL2,Easy Eddy 4/6/12oz Can,"CAMPERO  D 405- Doll Dist - Des Moines, IA",6,19,71
"Doll Dist - Des Moines, IA",OFF,CASEYS #3977,600 E 14TH ST,DES MOINES,IA,DOLL2,Citrus Surfer 4/6/12oz Can,"CAMPERO  D 405- Doll Dist - Des Moines, IA",2,82,8
"Doll Dist - Des Moines, IA",OFF,CASEYS #3977,600 E 14TH ST,DES MOINES,IA,DOLL2,Royal Eddy 1/12/19.2oz Can,"CAMPERO  D 405- Doll Dist - Des Moines, IA",1.6,5,85
"Doll Dist - Des Moines, IA",OFF,CASEYS #3977,600 E 14TH ST,DES MOINES,IA,DOLL2,Easy Eddy 1/12/19.2 oz Can,"CAMPERO  D 405- Doll Dist - Des Moines, IA",1.6,26,64
"Doll Dist - Des Moines, IA",OFF,CASEYS #3977,600 E 14TH ST,DES MOINES,IA,DOLL2,Royal Eddy 4/6/12oz Can,"CAMPERO  D 405- Doll Dist - Des Moines, IA",1,103,-13
"Doll Dist - Des Moines, IA",OFF,MAVERIK COUNTRY STORE #5064,1293 8TH ST,WEST DES MOINES,IA,DOLL2,Easy Eddy 4/6/12oz Can,"BALLARD  A 407- Doll Dist - Des Moines, IA",13,14,76
"Doll Dist - Des Moines, IA",OFF,MAVERIK COUNTRY STORE #5064,1293 8TH ST,WEST DES MOINES,IA,DOLL2,Citrus Surfer 4/6/12oz Can,"BALLARD  A 407- Doll Dist - Des Moines, IA",6,7,83
"Doll Dist - Des Moines, IA",OFF,MAVERIK COUNTRY STORE #5064,1293 8TH ST,WEST DES MOINES,IA,DOLL2,Easy Eddy 1/12/19.2 oz Can,"BALLARD  A 407- Doll Dist - Des Moines, IA",3.2,14,76
"Doll Dist - Des Moines, IA",OFF,OASIS WINE & SPIRITS,53 E GREEN ST,WINTERSET,IA,DOLL2,Easy Eddy 4/6/12oz Can,"KARAS  B 652- Doll Dist - Des Moines, IA",7,11,79
"Doll Dist - Des Moines, IA",OFF,OASIS WINE & SPIRITS,53 E GREEN ST,WINTERSET,IA,DOLL2,Easy Eddy 2/12/12oz Can,"KARAS  B 652- Doll Dist - Des Moines, IA",7,39,51
"Doll Dist - Des Moines, IA",OFF,OASIS WINE & SPIRITS,53 E GREEN ST,WINTERSET,IA,DOLL2,Wild Eddy 4/6/12oz Can,"KARAS  B 652- Doll Dist - Des Moines, IA",4,4,86
"Doll Dist - Des Moines, IA",OFF,OASIS WINE & SPIRITS,53 E GREEN ST,WINTERSET,IA,DOLL2,Citrus Surfer Lime 4/6/12oz Can,"KARAS  B 652- Doll Dist - Des Moines, IA",2,39,51
"Doll Dist - Des Moines, IA",OFF,OASIS WINE & SPIRITS,53 E GREEN ST,WINTERSET,IA,DOLL2,Citrus Surfer 4/6/12oz Can,"KARAS  B 652- Doll Dist - Des Moines, IA",2,25,65
"Doll Dist - Des Moines, IA",OFF,BTOWN EXPRESS,502 LOCUST ST NE,BLAIRSTOWN,IA,DOLL2,Easy Eddy 4/6/12oz Can,"MORTENSON  J 102- Doll Dist - Des Moines, IA",14,14,76
"Doll Dist - Des Moines, IA",OFF,BTOWN EXPRESS,502 LOCUST ST NE,BLAIRSTOWN,IA,DOLL2,Easy Eddy 1/12/19.2 oz Can,"MORTENSON  J 102- Doll Dist - Des Moines, IA",4,14,76
"Doll Dist - Des Moines, IA",OFF,BTOWN EXPRESS,502 LOCUST ST NE,BLAIRSTOWN,IA,DOLL2,Citrus Surfer 4/6/12oz Can,"MORTENSON  J 102- Doll Dist - Des Moines, IA",3,14,76
"Doll Dist - Des Moines, IA",OFF,BTOWN EXPRESS,502 LOCUST ST NE,BLAIRSTOWN,IA,DOLL2,Neighborhood Beer 4/6/12oz Can,"MORTENSON  J 102- Doll Dist - Des Moines, IA",1,42,48
"Doll Dist - Des Moines, IA",OFF,CASEYS #3953,3121 FOREST AVE,DES MOINES,IA,DOLL2,Easy Eddy 4/6/12oz Can,"SHEETS  S 408- Doll Dist - Des Moines, IA",8,6,84
"Doll Dist - Des Moines, IA",OFF,CASEYS #3953,3121 FOREST AVE,DES MOINES,IA,DOLL2,Easy Eddy 1/12/19.2 oz Can,"SHEETS  S 408- Doll Dist - Des Moines, IA",6.4,20,70
"Doll Dist - Des Moines, IA",OFF,CASEYS #3953,3121 FOREST AVE,DES MOINES,IA,DOLL2,Citrus Surfer 4/6/12oz Can,"SHEETS  S 408- Doll Dist - Des Moines, IA",2,69,21
"Doll Dist - Des Moines, IA",OFF,CASEYS #3953,3121 FOREST AVE,DES MOINES,IA,DOLL2,Citrus Surfer 2/12/12oz Can,"SHEETS  S 408- Doll Dist - Des Moines, IA",2,6,84
"Doll Dist - Des Moines, IA",OFF,CASEYS #3953,3121 FOREST AVE,DES MOINES,IA,DOLL2,Neighborhood Beer 4/6/12oz Can,"SHEETS  S 408- Doll Dist - Des Moines, IA",2,83,7
"Doll Dist - Des Moines, IA",OFF,CASEYS #3953,3121 FOREST AVE,DES MOINES,IA,DOLL2,Royal Eddy 1/12/19.2oz Can,"SHEETS  S 408- Doll Dist - Des Moines, IA",1.6,90,0
"Doll Dist - Des Moines, IA",OFF,CASEYS #4319,601 SOUMAS AVE,PERRY,IA,DOLL2,Tigerhawk 2/12/12oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",10,40,50
"Doll Dist - Des Moines, IA",OFF,CASEYS #4319,601 SOUMAS AVE,PERRY,IA,DOLL2,Easy Eddy 4/6/12oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",5,5,85
"Doll Dist - Des Moines, IA",OFF,CASEYS #4319,601 SOUMAS AVE,PERRY,IA,DOLL2,Royal Eddy 1/12/19.2oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",2.4,40,50
"Doll Dist - Des Moines, IA",OFF,CASEYS #4319,601 SOUMAS AVE,PERRY,IA,DOLL2,Citrus Surfer 4/6/12oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",2,19,71
"Doll Dist - Des Moines, IA",OFF,CASEYS #4319,601 SOUMAS AVE,PERRY,IA,DOLL2,Easy Eddy 1/12/19.2 oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",1.6,19,71
"Doll Dist - Des Moines, IA",OFF,CASEYS #4319,601 SOUMAS AVE,PERRY,IA,DOLL2,Neighborhood Beer 4/6/12oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",1,89,1
"Doll Dist - Des Moines, IA",OFF,SUPER QUICK LIQUOR,821 E EUCLID AVE,DES MOINES,IA,DOLL2,Easy Eddy 4/6/12oz Can,"HOLCOMB  J 403- Doll Dist - Des Moines, IA",6,22,68
"Doll Dist - Des Moines, IA",OFF,SUPER QUICK LIQUOR,821 E EUCLID AVE,DES MOINES,IA,DOLL2,Easy Eddy 2/12/12oz Can,"HOLCOMB  J 403- Doll Dist - Des Moines, IA",5,22,68
"Doll Dist - Des Moines, IA",OFF,SUPER QUICK LIQUOR,821 E EUCLID AVE,DES MOINES,IA,DOLL2,Citrus Surfer 4/6/12oz Can,"HOLCOMB  J 403- Doll Dist - Des Moines, IA",4,15,75
"Doll Dist - Des Moines, IA",OFF,SUPER QUICK LIQUOR,821 E EUCLID AVE,DES MOINES,IA,DOLL2,Easy Eddy 1/12/19.2 oz Can,"HOLCOMB  J 403- Doll Dist - Des Moines, IA",3.2,22,68
"Doll Dist - Des Moines, IA",OFF,SUPER QUICK LIQUOR,821 E EUCLID AVE,DES MOINES,IA,DOLL2,Neighborhood Beer 4/6/12oz Can,"HOLCOMB  J 403- Doll Dist - Des Moines, IA",2,22,68
"Doll Dist - Des Moines, IA",OFF,SUPER QUICK LIQUOR,821 E EUCLID AVE,DES MOINES,IA,DOLL2,Citrus Surfer 1/12/19.2oz Can,"HOLCOMB  J 403- Doll Dist - Des Moines, IA",1.6,22,68
"Doll Dist - Des Moines, IA",OFF,KWIK STAR #1089,1090 PARKER BLVD,POLK CITY,IA,DOLL2,Easy Eddy 4/6/12oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",16,7,83
"Doll Dist - Des Moines, IA",OFF,KWIK STAR #1089,1090 PARKER BLVD,POLK CITY,IA,DOLL2,Easy Eddy 1/12/19.2 oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",3.2,42,48
"Doll Dist - Des Moines, IA",OFF,KWIK STAR #1089,1090 PARKER BLVD,POLK CITY,IA,DOLL2,Citrus Surfer 1/12/19.2oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",2.4,21,69
"Doll Dist - Des Moines, IA",OFF,CASEYS #2177,309 CENTER AVE S,MITCHELLVILLE,IA,DOLL2,Tigerhawk 2/12/12oz Can,"LINSLEY  S 604- Doll Dist - Des Moines, IA",10,18,72
"Doll Dist - Des Moines, IA",OFF,CASEYS #2177,309 CENTER AVE S,MITCHELLVILLE,IA,DOLL2,Easy Eddy 2/12/12oz Can,"LINSLEY  S 604- Doll Dist - Des Moines, IA",3,25,65
"Doll Dist - Des Moines, IA",OFF,CASEYS #2177,309 CENTER AVE S,MITCHELLVILLE,IA,DOLL2,Easy Eddy 4/6/12oz Can,"LINSLEY  S 604- Doll Dist - Des Moines, IA",3,46,44
"Doll Dist - Des Moines, IA",OFF,CASEYS #2177,309 CENTER AVE S,MITCHELLVILLE,IA,DOLL2,Citrus Surfer 4/6/12oz Can,"LINSLEY  S 604- Doll Dist - Des Moines, IA",2,32,58
"Doll Dist - Des Moines, IA",OFF,CASEYS #2177,309 CENTER AVE S,MITCHELLVILLE,IA,DOLL2,Eddy Variety Pack 2/12/12oz Can,"LINSLEY  S 604- Doll Dist - Des Moines, IA",1,102,-12
"Doll Dist - Des Moines, IA",OFF,CASEYS #2177,309 CENTER AVE S,MITCHELLVILLE,IA,DOLL2,Neighborhood Beer 4/6/12oz Can,"LINSLEY  S 604- Doll Dist - Des Moines, IA",1,88,2
"Doll Dist - Des Moines, IA",OFF,CASEYS #2177,309 CENTER AVE S,MITCHELLVILLE,IA,DOLL2,Royal Eddy 1/12/19.2oz Can,"LINSLEY  S 604- Doll Dist - Des Moines, IA",0.8,102,-12
"Doll Dist - Des Moines, IA",OFF,CASEYS #2177,309 CENTER AVE S,MITCHELLVILLE,IA,DOLL2,Easy Eddy 1/12/19.2 oz Can,"LINSLEY  S 604- Doll Dist - Des Moines, IA",0.8,60,30
"Doll Dist - Des Moines, IA",OFF,POLK CITY LIQUOR,201 N 3RD ST STE A,POLK CITY,IA,DOLL2,Easy Eddy 2/12/12oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",6,7,83
"Doll Dist - Des Moines, IA",OFF,POLK CITY LIQUOR,201 N 3RD ST STE A,POLK CITY,IA,DOLL2,Royal Eddy 4/6/12oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",4,14,76
"Doll Dist - Des Moines, IA",OFF,POLK CITY LIQUOR,201 N 3RD ST STE A,POLK CITY,IA,DOLL2,Easy Eddy 4/6/12oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",3,14,76
"Doll Dist - Des Moines, IA",OFF,POLK CITY LIQUOR,201 N 3RD ST STE A,POLK CITY,IA,DOLL2,Citrus Surfer 4/6/12oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",3,7,83
"Doll Dist - Des Moines, IA",OFF,POLK CITY LIQUOR,201 N 3RD ST STE A,POLK CITY,IA,DOLL2,Easy Eddy 1/6 Barrel Keg,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",2.293333,28,62
"Doll Dist - Des Moines, IA",OFF,POLK CITY LIQUOR,201 N 3RD ST STE A,POLK CITY,IA,DOLL2,Double Blackberry 6/4/12oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",1,63,27
"Doll Dist - Des Moines, IA",OFF,POLK CITY LIQUOR,201 N 3RD ST STE A,POLK CITY,IA,DOLL2,Neighborhood Beer 4/6/12oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",1,98,-8
"Doll Dist - Des Moines, IA",OFF,POLK CITY LIQUOR,201 N 3RD ST STE A,POLK CITY,IA,DOLL2,Summer Jam 6/4/12oz Can,"MORTENSEN  D 654- Doll Dist - Des Moines, IA",1,98,-8
"Doll Dist - Des Moines, IA",OFF,MAVERIK COUNTRY STORE #5017,5308 UNIVERSITY AVE,WEST DES MOINES,IA,DOLL2,Easy Eddy 4/6/12oz Can,"BALLARD  A 407- Doll Dist - Des Moines, IA",12,5,85
"Doll Dist - Des Moines, IA",OFF,MAVERIK COUNTRY STORE #5017,5308 UNIVERSITY AVE,WEST DES MOINES,IA,DOLL2,Easy Eddy 2/12/12oz Can,"BALLARD  A 407- Doll Dist - Des Moines, IA",6,26,64
"Doll Dist - Des Moines, IA",OFF,MAVERIK COUNTRY STORE #5017,5308 UNIVERSITY AVE,WEST DES MOINES,IA,DOLL2,Easy Eddy 1/12/19.2 oz Can,"BALLARD  A 407- Doll Dist - Des Moines, IA",3.2,33,57
"Doll Dist - Des Moines, IA",OFF,WALMART SUPERCENTER #748,300 IOWA SPEEDWAY DR,NEWTON,IA,DOLL2,Easy Eddy 2/12/12oz Can,"GRANDGENETT  M 601- Doll Dist - Des Moines, IA",11,18,72
"Doll Dist - Des Moines, IA",OFF,WALMART SUPERCENTER #748,300 IOWA SPEEDWAY DR,NEWTON,IA,DOLL2,Easy Eddy 4/6/12oz Can,"GRANDGENETT  M 601- Doll Dist - Des Moines, IA",10,14,76
