,,,,,,,,,,,No Filters Selected,No Filters Selected,No Filters Selected
Dist Companies,OnOff Premises,Chains,Account Names,Address,City,State,Zip Code,Store Num,Last KARMA entry,Item Names,3 Months 5/1/2026 thru 7/16/2026  Case Equivs,3 Months 5/1/2026 thru 7/16/2026  Authorized Item Gaps,3 Months 5/1/2026 thru 7/16/2026  Authorized Acct Gaps
Fahr Beverage,OFF,CASEYS,CASEYS #2169,816 1ST ST,INDEPENDENCE,IA,50644,2169,0,Tigerhawk 2/12/12oz Can,10,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #3434,1101 JEFFERSON ST,DENVER,IA,50622,3434,0,Tigerhawk 2/12/12oz Can,10,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #3080,354 E ELDORA RD,HUDSON,IA,50643,3080,20240130,Tigerhawk 2/12/12oz Can,10,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #3610,1225 FOUNTAINS WAY,CEDAR FALLS,IA,50613,3610,20240130,Tigerhawk 2/12/12oz Can,10,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #2526,308 N WASHINGTON ST,WELLSBURG,IA,50680,2526,0,Tigerhawk 2/12/12oz Can,10,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #1649,1312 W BREMER AVE,WAVERLY,IA,50677,1649,0,Tigerhawk 2/12/12oz Can,10,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #3880,1900 W RIDGEWAY AVE,WATERLOO,IA,50701,3880,0,Tigerhawk 2/12/12oz Can,10,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #1378,1330 6TH ST,JESUP,IA,50648,1378,0,Tigerhawk 2/12/12oz Can,10,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #3371,33000 HWY 57,NEW HARTFORD,IA,50660,3371,0,Tigerhawk 2/12/12oz Can,10,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #66,402 HWY N 218,LA PORTE CITY,IA,50651,66,0,Tigerhawk 2/12/12oz Can,10,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #3763,1032 4TH ST SW,WAVERLY,IA,50677,3763,0,Tigerhawk 2/12/12oz Can,10,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #4553,1525 W RIDGEWAY AVE,CEDAR FALLS,IA,50613,4553,0,Tigerhawk 2/12/12oz Can,10,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #2239,1200 5TH AVE NE,INDEPENDENCE,IA,50644,2239,0,Tigerhawk 2/12/12oz Can,10,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #3452,102 E BRADFORD ST,WEST UNION,IA,52175,3452,0,Tigerhawk 2/12/12oz Can,9,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #2183,1807 OLD STAGE RD,DECORAH,IA,52101,2183,20230605,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #2357,100 CHERRY ST,ALLISON,IA,50602,2357,0,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #3653,209 W SOUTH ST,GREENE,IA,50636,3653,0,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #3293,103 1ST ST,MARQUETTE,IA,52158,3293,0,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #1887,2425 CENTER ST,CEDAR FALLS,IA,50613,1887,0,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #3639,620 W TILDEN ST,POSTVILLE,IA,52162,3639,0,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #2866,51 E TOWER PARK DR,WATERLOO,IA,50701,2866,0,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #3200,308 W MISSION ST,STRAWBERRY POINT,IA,52076,3200,0,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #4577,748 MAIN ST,LANSING,IA,52151,4577,0,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #3534,74 MILL ST,CLERMONT,IA,52135,3534,0,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #2680,213 S MAIN ST,CLARKSVILLE,IA,50619,2680,0,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #3546,901 S MAIN ST,MONONA,IA,52159,3546,0,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #1024,1131 S HWY 52,GUTTENBERG,IA,52052,1024,0,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #2623,103 4TH ST S,FAIRBANK,IA,50629,2623,0,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #2584,200 W MAIN ST,OSSIAN,IA,52161,2584,0,Tigerhawk 2/12/12oz Can,2,0,0
Fahr Beverage,OFF,CASEYS,CASEYS #1997,516 ROSSVILLE RD,WAUKON,IA,52172,1997,0,Tigerhawk 2/12/12oz Can,0,-1,-1
Fahr Beverage,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1052,6301 UNIVERSITY AVE STE C,CEDAR FALLS,IA,50613,1052,20260624,Tigerhawk 2/12/12oz Can,36,0,0
Fahr Beverage,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1872,1311 4TH ST SW,WAVERLY,IA,50677,1872,20260210,Tigerhawk 2/12/12oz Can,16,0,0
Fahr Beverage,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1866,1422 FLAMMANG DR,WATERLOO,IA,50702,1866,20260624,Tigerhawk 2/12/12oz Can,14,0,0
Fahr Beverage,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1866,1422 FLAMMANG DR,WATERLOO,IA,50702,1866,20260624,Tigerhawk 4/6/16oz Can,9.333332,0,0
Fahr Beverage,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1860,2834 ANSBOROUGH AVE,WATERLOO,IA,50701,1860,20240619,Tigerhawk 2/12/12oz Can,11,0,0
Fahr Beverage,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1120,915 SHORT ST STE 107,DECORAH,IA,52101,1120,20250821,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,FAREWAY,FAREWAY #561,222 W BREMER AVE,WAVERLY,IA,50677,561,20241002,Tigerhawk 2/12/12oz Can,17,0,0
Fahr Beverage,OFF,FAREWAY,FAREWAY #479,1400 3RD AVE SE,INDEPENDENCE,IA,50644,479,20251210,Tigerhawk 2/12/12oz Can,14,0,0
Fahr Beverage,OFF,FAREWAY,FAREWAY #190,4500 S MAIN ST,CEDAR FALLS,IA,50613,190,0,Tigerhawk 2/12/12oz Can,10,0,0
Fahr Beverage,OFF,FAREWAY,FAREWAY #974,214 N MAGNOLIA DR,CEDAR FALLS,IA,50613,974,0,Tigerhawk 2/12/12oz Can,10,0,0
Fahr Beverage,OFF,FAREWAY,FAREWAY #951,40 W SAN MARNAN DR,WATERLOO,IA,50701,951,0,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,FAREWAY,FAREWAY #258,1022 SKYLAR ST,DENVER,IA,50622,258,0,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,FAREWAY,FAREWAY #412,102 2ND ST SE,OELWEIN,IA,50662,412,20260402,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,FAREWAY,FAREWAY #67,215 S EVANS RD,EVANSDALE,IA,50707,67,0,Tigerhawk 2/12/12oz Can,3,0,0
Fahr Beverage,OFF,FAREWAY,FAREWAY #62,777 11TH AVE SW,WAUKON,IA,52172,62,0,Tigerhawk 2/12/12oz Can,2,0,0
Fahr Beverage,OFF,INDEPENDENTS,HAPPYS WINE & SPIRITS,5925 UNIVERSITY AVE STE A,CEDAR FALLS,IA,50613,,20260624,Tigerhawk 2/12/12oz Can,21,0,0
Fahr Beverage,OFF,INDEPENDENTS,ALL STOP,213 N VINE ST,WEST UNION,IA,52175,,0,Tigerhawk 2/12/12oz Can,14,0,0
Fahr Beverage,OFF,INDEPENDENTS,PUMPER,515 W WATER ST,FAYETTE,IA,52142,,20230321,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,INDEPENDENTS,DECORAH MART,303 COLLEGE DR,DECORAH,IA,52101,,20230605,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,INDEPENDENTS,BENDER FOODS,619 S HIGHWAY 52,GUTTENBERG,IA,52052,,20250626,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,INDEPENDENTS,KARLS GROCERY,101 W MADISON ST,EDGEWOOD,IA,52042,,0,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,OFF,INDEPENDENTS,HOMETOWN FOODS MITCH,1010 MITCHELL AVE STE 12,WATERLOO,IA,50702,,0,Tigerhawk 2/12/12oz Can,3,0,0
Fahr Beverage,OFF,INDEPENDENTS,HANSENS DAIRY #4,123 E 18TH ST,CEDAR FALLS,IA,50613,4,20250218,Tigerhawk 4/6/16oz Can,2.666667,0,0
Fahr Beverage,OFF,INDEPENDENTS,NEW STAR,101 COMMERCIAL ST,RAYMOND,IA,50667,,0,Tigerhawk 4/6/16oz Can,2.666666,0,0
Fahr Beverage,OFF,INDEPENDENTS,STATION MART RIVERFOREST,1119 RIVER FOREST RD,EVANSDALE,IA,50707,,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
Fahr Beverage,OFF,INDEPENDENTS,REINBECK COUNTRY FOODS,606 GRUNDY AVE,REINBECK,IA,50669,,0,Tigerhawk 2/12/12oz Can,1,0,0
Fahr Beverage,OFF,INDEPENDENTS,MUSIC STATION  C FALLS,1420 1ST ST W,CEDAR FALLS,IA,50613,,0,Tigerhawk 2/12/12oz Can,1,0,0
Fahr Beverage,OFF,INDEPENDENTS,BY THE SPOONFUL,221 MAIN ST,MC GREGOR,IA,52157,,20240613,Tigerhawk 2/12/12oz Can,1,0,0
Fahr Beverage,OFF,HY VEE WINE & SPIRITS,HY VEE WINE & SPIRITS #1860,2126 KIMBALL AVE,WATERLOO,IA,50702,1860,20260624,Tigerhawk 2/12/12oz Can,10,0,0
Fahr Beverage,OFF,HY VEE WINE & SPIRITS,HY VEE WINE & SPIRITS #1860,2126 KIMBALL AVE,WATERLOO,IA,50702,1860,20260624,Tigerhawk 4/6/16oz Can,3.999999,0,0
Fahr Beverage,OFF,HY VEE DOLLAR FRESH,HY VEE DOLLAR FRESH #1459,1345 S FREDERICK AVE,OELWEIN,IA,50662,1459,20260402,Tigerhawk 2/12/12oz Can,7,0,0
Fahr Beverage,ON,INDEPENDENTS,DIXIES BIERGARTEN,310 COLLEGE DR,DECORAH,IA,52101,,20260429,Tigerhawk 1/6 Barrel Keg,16.053333,0,0
Fahr Beverage,ON,INDEPENDENTS,DIXIES BIERGARTEN,310 COLLEGE DR,DECORAH,IA,52101,,20260429,Tigerhawk 1/2 Barrel Keg,6.888889,0,0
Fahr Beverage,ON,INDEPENDENTS,DENALIS ON THE RIVER,1749 GOLF COURSE BLVD,INDEPENDENCE,IA,50644,,20260605,Tigerhawk 1/2 Barrel Keg,13.777778,0,0
Fahr Beverage,ON,INDEPENDENTS,TWO BOCKS SPORTS BAR,206 W WATER ST,DECORAH,IA,52101,,20250821,Tigerhawk 1/2 Barrel Keg,13.777778,0,0
Fahr Beverage,ON,INDEPENDENTS,SASQUATCH JACKS,118 10TH ST SW,WAVERLY,IA,50677,,20260616,Tigerhawk 1/2 Barrel Keg,6.888889,0,0
Fahr Beverage,ON,INDEPENDENTS,ZSAVOOZ,206 BRANDILYNN BLVD,CEDAR FALLS,IA,50613,,20260318,Tigerhawk 1/6 Barrel Keg,6.879999,0,0
Fahr Beverage,ON,INDEPENDENTS,GREEN DOOR,301 MILL ST,CLERMONT,IA,52135,,20260619,Tigerhawk 1/6 Barrel Keg,4.586666,0,0
Fahr Beverage,ON,INDEPENDENTS,RANDYS BLUFFTON STORE,2619 W RAVINE RD,DECORAH,IA,52101,,0,Tigerhawk 2/12/12oz Can,3,0,0
Fahr Beverage,ON,INDEPENDENTS,WILD HARE BAR & GRILL,2512 WHITE TAIL DR STE 401,CEDAR FALLS,IA,50613,,20260605,Tigerhawk 4/6/16oz Can,2.666666,0,0
Fahr Beverage,ON,INDEPENDENTS,DOUGHY JOEYS PEETZA JOYN,300 W 4TH ST,WATERLOO,IA,50701,,20240619,Tigerhawk 1/6 Barrel Keg,2.293333,0,0
Fahr Beverage,ON,INDEPENDENTS,RUBAIYAT,117 W WATER ST,DECORAH,IA,52101,,0,Tigerhawk 1/6 Barrel Keg,2.293333,0,0
Fahr Beverage,ON,INDEPENDENTS,RUBAIYAT,117 W WATER ST,DECORAH,IA,52101,,0,Tigerhawk 2/12/12oz Can,2,0,0
Fahr Beverage,ON,INDEPENDENTS,319 SOCIAL HOUSE,519 1ST ST E,INDEPENDENCE,IA,50644,,0,Tigerhawk 2/12/12oz Can,2,0,0
Fahr Beverage,ON,INDEPENDENTS,SKYLINE LANES,400 HEIVLY ST,DECORAH,IA,52101,,20250821,Tigerhawk 2/12/12oz Can,2,0,0
Fahr Beverage,ON,INDEPENDENTS,FAT BOYS SALOON,108 MAIN ST S,HAZLETON,IA,50641,,20260616,Tigerhawk 2/12/12oz Can,2,0,0
Fahr Beverage,ON,INDEPENDENTS,CHASERS PUB,3005 UNIVERSITY AVE,WATERLOO,IA,50701,,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
Fahr Beverage,ON,INDEPENDENTS,KUENNEN TAVERN,106 W MAIN ST,SAINT LUCAS,IA,52166,,0,Tigerhawk 2/12/12oz Can,1,0,0
Fahr Beverage,ON,INDEPENDENTS,HOOTYS AUBURN,14356 MADISON ST,WEST UNION,IA,52175,,0,Tigerhawk 2/12/12oz Can,1,0,0
Fahr Beverage,ON,RUDYS TACO,RUDYS TACO,2401 FALLS AVE,WATERLOO,IA,50701,,20260421,Tigerhawk 1/6 Barrel Keg,2.293333,0,0
Kabrick Distributing,OFF,CASEYS,CASEYS #1985,110 N HWY 218,SAINT ANSGAR,IA,50472,1985,0,Tigerhawk 2/12/12oz Can,15,0,0
Kabrick Distributing,OFF,CASEYS,CASEYS #2437,2701 19TH ST SW,MASON CITY,IA,50401,2437,0,Tigerhawk 2/12/12oz Can,10,0,0
Kabrick Distributing,OFF,CASEYS,CASEYS #2480,1105 BLUNT PKWY,CHARLES CITY,IA,50616,2480,0,Tigerhawk 2/12/12oz Can,10,0,0
Kabrick Distributing,OFF,CASEYS,CASEYS #4536,106 SOUTHGATE,CHARLES CITY,IA,50616,4536,0,Tigerhawk 2/12/12oz Can,10,0,0
Kabrick Distributing,OFF,CASEYS,CASEYS #2618,215 W MAIN ST,FREDERICKSBURG,IA,50630,2618,0,Tigerhawk 2/12/12oz Can,10,0,0
Kabrick Distributing,OFF,CASEYS,CASEYS #2513,100 AMHERST BLVD,NASHUA,IA,50658,2513,0,Tigerhawk 2/12/12oz Can,10,0,0
Kabrick Distributing,OFF,CASEYS,CASEYS #2458,1361 12TH ST NW,MASON CITY,IA,50401,2458,0,Tigerhawk 2/12/12oz Can,10,0,0
Kabrick Distributing,OFF,CASEYS,CASEYS #1753,101 8TH ST N,NORTHWOOD,IA,50459,1753,0,Tigerhawk 2/12/12oz Can,10,0,0
Kabrick Distributing,OFF,CASEYS,CASEYS #1799,309 MAIN ST,OSAGE,IA,50461,1799,0,Tigerhawk 2/12/12oz Can,10,0,0
Kabrick Distributing,OFF,CASEYS,CASEYS #1896,202 US HWY 18 W,CLEAR LAKE,IA,50428,1896,0,Tigerhawk 2/12/12oz Can,10,0,0
Kabrick Distributing,OFF,CASEYS,CASEYS #1876,505 HWY 65 S,MANLY,IA,50456,1876,0,Tigerhawk 2/12/12oz Can,10,0,0
Kabrick Distributing,OFF,CASEYS,CASEYS #2511,601 2ND AVE SW,CRESCO,IA,52136,2511,0,Tigerhawk 2/12/12oz Can,10,0,0
Kabrick Distributing,OFF,CASEYS,CASEYS #1416,615 N LINN AVE,NEW HAMPTON,IA,50659,1416,0,Tigerhawk 2/12/12oz Can,0,-1,-1
Kabrick Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1413,551 S ILLINOIS,MASON CITY,IA,50401,1413,20260527,Tigerhawk 2/12/12oz Can,20,0,0
Kabrick Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1413,551 S ILLINOIS,MASON CITY,IA,50401,1413,20260527,Tigerhawk 4/6/16oz Can,7.999999,0,0
Kabrick Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1410,2400 4TH ST SW,MASON CITY,IA,50401,1410,20260527,Tigerhawk 1/24/12oz Can,15,0,0
Kabrick Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1410,2400 4TH ST SW,MASON CITY,IA,50401,1410,20260527,Tigerhawk 2/12/12oz Can,10,0,0
Kabrick Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1410,2400 4TH ST SW,MASON CITY,IA,50401,1410,20260527,Tigerhawk 4/6/16oz Can,5.333332,0,0
Kabrick Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1074,901 KELLY ST,CHARLES CITY,IA,50616,1074,0,Tigerhawk 2/12/12oz Can,9,0,0
Kabrick Distributing,OFF,INDEPENDENTS,NORTHSIDE LIQUOR,1303 N FEDERAL AVE STE A,MASON CITY,IA,50401,,0,Tigerhawk 2/12/12oz Can,20,0,0
Kabrick Distributing,OFF,INDEPENDENTS,NORTHSIDE LIQUOR,1303 N FEDERAL AVE STE A,MASON CITY,IA,50401,,0,Tigerhawk 4/6/16oz Can,4,0,0
Kabrick Distributing,OFF,INDEPENDENTS,RANDYS NEIGHBORHOOD MARKET,633 CHASE ST,OSAGE,IA,50461,,0,Tigerhawk 2/12/12oz Can,6,0,0
Kabrick Distributing,OFF,INDEPENDENTS,LAKE LIQUORS,910 N 8TH ST W,CLEAR LAKE,IA,50428,,20240516,Tigerhawk 2/12/12oz Can,4,0,0
Kabrick Distributing,OFF,INDEPENDENTS,OX & WREN SPIRITS & GIFTS,708 2ND AVE SE,CRESCO,IA,52136,,20240425,Tigerhawk 2/12/12oz Can,2,0,0
Kabrick Distributing,OFF,INDEPENDENTS,ANDYS MINI MART,203 E MAIN ST,RICEVILLE,IA,50466,,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
Kabrick Distributing,OFF,FAREWAY,FAREWAY #815,112 S ELM ST,CRESCO,IA,52136,815,20240425,Tigerhawk 2/12/12oz Can,6,0,0
Kabrick Distributing,OFF,FAREWAY,FAREWAY #705,910 US HWY 18 W,CLEAR LAKE,IA,50428,705,0,Tigerhawk 4/6/16oz Can,5.333334,0,0
Kabrick Distributing,OFF,HY VEE DRUGSTORE,HY VEE DRUGSTORE #7056,875 4TH ST SW,MASON CITY,IA,50401,7056,20260527,Tigerhawk 2/12/12oz Can,2,0,0
Kabrick Distributing,OFF,HY VEE DRUGSTORE,HY VEE DRUGSTORE #7056,875 4TH ST SW,MASON CITY,IA,50401,7056,20260527,Tigerhawk 4/6/16oz Can,1.333333,0,0
Kabrick Distributing,ON,INDEPENDENTS,THE SPORTS PAGE,100 FEDERAL AVE,MASON CITY,IA,50401,,20260527,Tigerhawk 1/2 Barrel Keg,13.777778,0,0
Kabrick Distributing,ON,INDEPENDENTS,PUB ON THE CEDAR CHARLES CITY,101 N JACKSON ST,CHARLES CITY,IA,50616,,20240807,Tigerhawk 1/6 Barrel Keg,6.879999,0,0
Kabrick Distributing,ON,INDEPENDENTS,BOULDER TAP HOUSE,2700 4TH ST SW,MASON CITY,IA,50401,,20260527,Tigerhawk 1/6 Barrel Keg,4.586666,0,0
Kabrick Distributing,ON,INDEPENDENTS,DE RAILED,1130 N GRAND AVE,CHARLES CITY,IA,50616,,0,Tigerhawk 1/6 Barrel Keg,4.586666,0,0
Kabrick Distributing,ON,INDEPENDENTS,BLUE HERON BAR & GRILL,1401 N FEDERAL AVE,MASON CITY,IA,50401,,20250501,Tigerhawk 1/6 Barrel Keg,2.293333,0,0
Kabrick Distributing,ON,INDEPENDENTS,CARPENTER BAR & GRILL,416 WILLIAM ST,CARPENTER,IA,50426,,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
L&L Distributing,OFF,CASEYS,CASEYS #3674,4727 SOUTHERN HILLS DR,SIOUX CITY,IA,51106,3674,0,Tigerhawk 2/12/12oz Can,20,0,0
L&L Distributing,OFF,CASEYS,CASEYS #3648,80 SOUTH ST,AKRON,IA,51001,3648,0,Tigerhawk 2/12/12oz Can,12,0,0
L&L Distributing,OFF,CASEYS,CASEYS #1159,524 11TH ST,CORRECTIONVILLE,IA,51016,1159,0,Tigerhawk 2/12/12oz Can,11,0,0
L&L Distributing,OFF,CASEYS,CASEYS #3604,121 N FLOYD AVE,HINTON,IA,51024,3604,0,Tigerhawk 2/12/12oz Can,10,0,0
L&L Distributing,OFF,CASEYS,CASEYS #2477,101 5TH AVE SW,LE MARS,IA,51031,2477,0,Tigerhawk 2/12/12oz Can,10,0,0
L&L Distributing,OFF,CASEYS,CASEYS #2447,111 GAUL DR,SERGEANT BLUFF,IA,51054,2447,0,Tigerhawk 2/12/12oz Can,10,0,0
L&L Distributing,OFF,CASEYS,CASEYS #2275,1000 RIVERSIDE BLVD,SIOUX CITY,IA,51109,2275,0,Tigerhawk 2/12/12oz Can,10,0,0
L&L Distributing,OFF,CASEYS,CASEYS #2607,3731 HAMILTON BLVD,SIOUX CITY,IA,51104,2607,0,Tigerhawk 2/12/12oz Can,10,0,0
L&L Distributing,OFF,CASEYS,CASEYS #2519,101 1ST ST,MERRILL,IA,51038,2519,0,Tigerhawk 2/12/12oz Can,10,0,0
L&L Distributing,OFF,CASEYS,CASEYS #3962,1419 HAMILTON BLVD,SIOUX CITY,IA,51103,3962,0,Tigerhawk 2/12/12oz Can,5,0,0
L&L Distributing,OFF,INDEPENDENTS,HOMETOWN PANTRY,128 MAIN ST,KINGSLEY,IA,51028,,0,Tigerhawk 2/12/12oz Can,12,0,0
L&L Distributing,OFF,INDEPENDENTS,BEER ON FLOYD,3132 FLOYD BLVD,SIOUX CITY,IA,51108,,20260313,Tigerhawk 2/12/12oz Can,10,0,0
L&L Distributing,OFF,INDEPENDENTS,SPIRITS STOGIES & STUFF,118 S MAIN,HOLSTEIN,IA,51025,,0,Tigerhawk 2/12/12oz Can,4,0,0
L&L Distributing,OFF,INDEPENDENTS,LIQUOR ON THE CORNER,300 E MAIN ST,CHEROKEE,IA,51012,,20260423,Tigerhawk 4/6/16oz Can,4,0,0
L&L Distributing,OFF,INDEPENDENTS,HOLSTEIN SUPER MARKET,109 E 1ST ST,HOLSTEIN,IA,51025,,0,Tigerhawk 2/12/12oz Can,4,0,0
L&L Distributing,OFF,INDEPENDENTS,HOLSTEIN SUPER MARKET,109 E 1ST ST,HOLSTEIN,IA,51025,,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
L&L Distributing,OFF,INDEPENDENTS,CHARLIES,507 W 19TH ST,SIOUX CITY,IA,51103,,20260313,Tigerhawk 2/12/12oz Can,3,0,0
L&L Distributing,OFF,INDEPENDENTS,WORLD LIQUOR & TOBACCO & VAPOR,114 S 2ND ST,CHEROKEE,IA,51012,,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
L&L Distributing,OFF,INDEPENDENTS,JEFFS FOODS,306 S WASHINGTON ST,REMSEN,IA,51050,,0,Tigerhawk 4/6/16oz Can,1.333333,0,0
L&L Distributing,OFF,FAREWAY,FAREWAY #19,4016 INDIAN HILLS DR,SIOUX CITY,IA,51108,19,20260313,Tigerhawk 2/12/12oz Can,20,0,0
L&L Distributing,OFF,FAREWAY,FAREWAY #22,4040 WAR EAGLE DR,SIOUX CITY,IA,51109,22,20260313,Tigerhawk 2/12/12oz Can,4,0,0
L&L Distributing,OFF,FAREWAY,FAREWAY #502,205 W BLUFF ST,CHEROKEE,IA,51012,502,20260423,Tigerhawk 2/12/12oz Can,3,0,0
L&L Distributing,OFF,FAREWAY,FAREWAY #502,205 W BLUFF ST,CHEROKEE,IA,51012,502,20260423,Tigerhawk 4/6/16oz Can,2.666666,0,0
L&L Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1610,2827 HAMILTON BLVD,SIOUX CITY,IA,51104,1610,20260313,Tigerhawk 2/12/12oz Can,10,0,0
L&L Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1610,2827 HAMILTON BLVD,SIOUX CITY,IA,51104,1610,20260313,Tigerhawk 4/6/16oz Can,6.666666,0,0
L&L Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1614,4500 SERGEANT RD,SIOUX CITY,IA,51106,1614,20260423,Tigerhawk 2/12/12oz Can,4,0,0
L&L Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1068,1300 N 2ND ST,CHEROKEE,IA,51012,1068,20260423,Tigerhawk 4/6/16oz Can,1.333333,0,0
L&L Distributing,OFF,HY VEE FOOD STORE,HY VEE FOOD STORE #1068,1300 N 2ND ST,CHEROKEE,IA,51012,1068,20260423,Tigerhawk 2/12/12oz Can,1,0,0
L&L Distributing,OFF,HY VEE GAS,HY VEE GAS #1382,1201 12TH AVE SW,LE MARS,IA,51031,1382,0,Tigerhawk 2/12/12oz Can,11,0,0
L&L Distributing,OFF,FOOD PRIDE,FOOD PRIDE,200 SUSAN LAWRENCE DR,IDA GROVE,IA,51445,,0,Tigerhawk 4/6/16oz Can,2.666666,0,0
L&L Distributing,OFF,FOOD PRIDE,FOOD PRIDE,200 SUSAN LAWRENCE DR,IDA GROVE,IA,51445,,0,Tigerhawk 2/12/12oz Can,2,0,0
L&L Distributing,ON,INDEPENDENTS,4 BROTHERS GRILL SC,3322 SINGING HILLS BLVD,SIOUX CITY,IA,51106,,0,Tigerhawk 1/6 Barrel Keg,2.293333,0,0
L&L Distributing,ON,INDEPENDENTS,SOHO,1024 4TH ST,SIOUX CITY,IA,51101,,20250416,Tigerhawk 2/12/12oz Can,1,0,0
L&L Distributing,ON,INDEPENDENTS,MARTYS TAP B,1306 COURT ST,SIOUX CITY,IA,51105,,20250416,Tigerhawk 2/12/12oz Can,1,0,0
L&L Distributing,ON,INDEPENDENTS,BACKDRAFT BAR AND GRILL,119 N MAIN ST,HOLSTEIN,IA,51025,,0,Tigerhawk 2/12/12oz Can,1,0,0
L&L Distributing,ON,INDEPENDENTS,HUMMERS ROADHOUSE BAR & GRILL,201 UNION ST,WESTFIELD,IA,51062,,0,Tigerhawk 2/12/12oz Can,1,0,0
Humes Distributing,OFF,CASEYS,CASEYS #2532,1807 EDGINGTON AVE,ELDORA,IA,50627,2532,0,Tigerhawk 2/12/12oz Can,10,0,0
Humes Distributing,OFF,CASEYS,CASEYS #1455,27470 HWY 65 S,HUBBARD,IA,50122,1455,0,Tigerhawk 2/12/12oz Can,10,0,0
Humes Distributing,OFF,CASEYS,CASEYS #2060,605 W ELM AVE,POCAHONTAS,IA,50574,2060,0,Tigerhawk 2/12/12oz Can,10,0,0
Humes Distributing,OFF,CASEYS,CASEYS #2515,307 3RD ST NW,DAYTON,IA,50530,2515,0,Tigerhawk 2/12/12oz Can,10,0,0
Humes Distributing,OFF,CASEYS,CASEYS #2891,235 AVE O,FORT DODGE,IA,50501,2891,0,Tigerhawk 2/12/12oz Can,10,0,0
